Source,Target,Path,Length
215,221,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (42, {'title_length': 16, 'ctime_length': 1680116078, 'duration_length': 214, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (72, {'title_length': 17, 'ctime_length': 1677811597, 'duration_length': 14, 'tid': 221, 'pagerank': 2.924980333571768e-05})]",3
215,222,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (69, {'title_length': 21, 'ctime_length': 1632918802, 'duration_length': 102, 'tid': 222, 'pagerank': 3.0486202940069805e-05})]",2
215,228,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (348, {'title_length': 16, 'ctime_length': 1680359946, 'duration_length': 33, 'tid': 254, 'pagerank': 4.270995292346371e-05}), (358, {'title_length': 21, 'ctime_length': 1680689370, 'duration_length': 433, 'tid': 21, 'pagerank': 3.2782373633866616e-05}), (292, {'title_length': 17, 'ctime_length': 1680673436, 'duration_length': 82, 'tid': 228, 'pagerank': 3.174675687124688e-05})]",6
215,229,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (109, {'title_length': 15, 'ctime_length': 1680160056, 'duration_length': 338, 'tid': 138, 'pagerank': 4.416687432373328e-05}), (38, {'title_length': 6, 'ctime_length': 1680413363, 'duration_length': 78, 'tid': 138, 'pagerank': 3.5668192140250214e-05}), (4, {'title_length': 9, 'ctime_length': 1680188674, 'duration_length': 57, 'tid': 138, 'pagerank': 3.5477242816485986e-05}), (30, {'title_length': 12, 'ctime_length': 1680512530, 'duration_length': 168, 'tid': 229, 'pagerank': 3.514788737425672e-05})]",7
215,230,"[(1010, {'title_length': 16, 'ctime_length': 1675681512, 'duration_length': 159, 'tid': 215, 'pagerank': 2.9868003137893746e-05}), (997, {'title_length': 24, 'ctime_length': 1658465946, 'duration_length': 139, 'tid': 76, 'pagerank': 3.295900214877406e-05}), (989, {'title_length': 19, 'ctime_length': 1681742272, 'duration_length': 587, 'tid': 161, 'pagerank': 3.1722602544421935e-05}), (990, {'title_length': 27, 'ctime_length': 1680341546, 'duration_length': 238, 'tid': 161, 'pagerank': 2.9868003137893746e-05}), (157, {'title_length': 10, 'ctime_length': 1680434657, 'duration_length': 64, 'tid': 138, 'pagerank': 4.0878975129799604e-05}), (170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (30, {'title_length': 12, 'ctime_length': 1680512530, 'duration_length': 168, 'tid': 229, 'pagerank': 3.514788737425672e-05}), (1127, {'title_length': 19, 'ctime_length': 1679824934, 'duration_length': 570, 'tid': 233, 'pagerank': 3.184141571961493e-05}), (1112, {'title_length': 18, 'ctime_length': 1677321869, 'duration_length': 337, 'tid': 230, 'pagerank': 2.931849220262613e-05})]",8
215,232,"[(560, {'title_length': 13, 'ctime_length': 1662312264, 'duration_length': 93, 'tid': 215, 'pagerank': 3.0486202940069805e-05}), (561, {'title_length': 21, 'ctime_length': 1662730060, 'duration_length': 326, 'tid': 21, 'pagerank': 3.0486202940069805e-05}), (558, {'title_length': 8, 'ctime_length': 1678861008, 'duration_length': 57, 'tid': 251, 'pagerank': 3.915685144751357e-05}), (564, {'title_length': 30, 'ctime_length': 1681198483, 'duration_length': 33, 'tid': 251, 'pagerank': 3.4813601555302255e-05}), (617, {'title_length': 18, 'ctime_length': 1680529838, 'duration_length': 119, 'tid': 251, 'pagerank': 2.9868003137893746e-05}), (599, {'title_length': 16, 'ctime_length': 1679103624, 'duration_length': 36, 'tid': 251, 'pagerank': 3.589103549623768e-05}), (614, {'title_length': 15, 'ctime_length': 1627305369, 'duration_length': 9, 'tid': 232, 'pagerank': 2.924980333571768e-05})]",6
215,233,"[(1010, {'title_length': 16, 'ctime_length': 1675681512, 'duration_length': 159, 'tid': 215, 'pagerank': 2.9868003137893746e-05}), (997, {'title_length': 24, 'ctime_length': 1658465946, 'duration_length': 139, 'tid': 76, 'pagerank': 3.295900214877406e-05}), (989, {'title_length': 19, 'ctime_length': 1681742272, 'duration_length': 587, 'tid': 161, 'pagerank': 3.1722602544421935e-05}), (990, {'title_length': 27, 'ctime_length': 1680341546, 'duration_length': 238, 'tid': 161, 'pagerank': 2.9868003137893746e-05}), (995, {'title_length': 5, 'ctime_length': 1680283463, 'duration_length': 25, 'tid': 21, 'pagerank': 2.8631603533541615e-05}), (19, {'title_length': 14, 'ctime_length': 1680276696, 'duration_length': 146, 'tid': 138, 'pagerank': 3.110440274224587e-05}), (122, {'title_length': 7, 'ctime_length': 1680697949, 'duration_length': 114, 'tid': 138, 'pagerank': 3.9759199972710764e-05}), (125, {'title_length': 8, 'ctime_length': 1666872946, 'duration_length': 141, 'tid': 138, 'pagerank': 3.7698533965457215e-05}), (1056, {'title_length': 11, 'ctime_length': 1677170895, 'duration_length': 248, 'tid': 161, 'pagerank': 3.164196778761636e-05}), (1046, {'title_length': 10, 'ctime_length': 1678392085, 'duration_length': 234, 'tid': 161, 'pagerank': 3.2340802346598e-05}), (1048, {'title_length': 17, 'ctime_length': 1678420586, 'duration_length': 62, 'tid': 233, 'pagerank': 3.0486202940069805e-05})]",10
215,235,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (109, {'title_length': 15, 'ctime_length': 1680160056, 'duration_length': 338, 'tid': 138, 'pagerank': 4.416687432373328e-05}), (267, {'title_length': 9, 'ctime_length': 1680274967, 'duration_length': 15, 'tid': 254, 'pagerank': 3.0185028677471215e-05}), (235, {'title_length': 10, 'ctime_length': 1680854450, 'duration_length': 21, 'tid': 254, 'pagerank': 2.9116466123483626e-05}), (241, {'title_length': 16, 'ctime_length': 1680858495, 'duration_length': 46, 'tid': 254, 'pagerank': 3.38363725496215e-05}), (364, {'title_length': 29, 'ctime_length': 1680161957, 'duration_length': 80, 'tid': 235, 'pagerank': 2.8454975018634172e-05})]",8
215,237,"[(1010, {'title_length': 16, 'ctime_length': 1675681512, 'duration_length': 159, 'tid': 215, 'pagerank': 2.9868003137893746e-05}), (997, {'title_length': 24, 'ctime_length': 1658465946, 'duration_length': 139, 'tid': 76, 'pagerank': 3.295900214877406e-05}), (989, {'title_length': 19, 'ctime_length': 1681742272, 'duration_length': 587, 'tid': 161, 'pagerank': 3.1722602544421935e-05}), (990, {'title_length': 27, 'ctime_length': 1680341546, 'duration_length': 238, 'tid': 161, 'pagerank': 2.9868003137893746e-05}), (157, {'title_length': 10, 'ctime_length': 1680434657, 'duration_length': 64, 'tid': 138, 'pagerank': 4.0878975129799604e-05}), (0, {'title_length': 11, 'ctime_length': 1679203804, 'duration_length': 195, 'tid': 47, 'pagerank': 3.586317677122087e-05}), (83, {'title_length': 14, 'ctime_length': 1680169823, 'duration_length': 149, 'tid': 138, 'pagerank': 3.192866914514729e-05}), (105, {'title_length': 10, 'ctime_length': 1679814925, 'duration_length': 124, 'tid': 85, 'pagerank': 3.110440274224587e-05}), (1093, {'title_length': 30, 'ctime_length': 1679657192, 'duration_length': 391, 'tid': 253, 'pagerank': 3.0486202940069805e-05}), (1069, {'title_length': 45, 'ctime_length': 1679554613, 'duration_length': 129, 'tid': 161, 'pagerank': 4.714708715030249e-05}), (1105, {'title_length': 34, 'ctime_length': 1675143669, 'duration_length': 149, 'tid': 237, 'pagerank': 2.8631603533541615e-05})]",10
215,238,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (488, {'title_length': 13, 'ctime_length': 1680753535, 'duration_length': 11, 'tid': 21, 'pagerank': 3.502173398661132e-05}), (13, {'title_length': 19, 'ctime_length': 1680717745, 'duration_length': 32, 'tid': 255, 'pagerank': 2.924980333571768e-05}), (269, {'title_length': 5, 'ctime_length': 1680179146, 'duration_length': 10, 'tid': 238, 'pagerank': 3.110440274224587e-05})]",6
215,241,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (375, {'title_length': 11, 'ctime_length': 1661596988, 'duration_length': 63, 'tid': 241, 'pagerank': 3.093580279619785e-05})]",5
215,242,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (384, {'title_length': 16, 'ctime_length': 1680156572, 'duration_length': 1841, 'tid': 242, 'pagerank': 2.84630035874936e-05})]",5
215,247,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (66, {'title_length': 12, 'ctime_length': 1673087573, 'duration_length': 187, 'tid': 138, 'pagerank': 2.924980333571768e-05}), (1059, {'title_length': 8, 'ctime_length': 1672698115, 'duration_length': 306, 'tid': 161, 'pagerank': 3.2340802346598e-05}), (1028, {'title_length': 8, 'ctime_length': 1678909248, 'duration_length': 287, 'tid': 161, 'pagerank': 3.349656719414455e-05}), (1066, {'title_length': 30, 'ctime_length': 1677654028, 'duration_length': 305, 'tid': 201, 'pagerank': 2.924980333571768e-05}), (474, {'title_length': 24, 'ctime_length': 1679045402, 'duration_length': 346, 'tid': 250, 'pagerank': 3.548192566576286e-05}), (450, {'title_length': 23, 'ctime_length': 1680168762, 'duration_length': 282, 'tid': 250, 'pagerank': 3.543180135747832e-05}), (456, {'title_length': 16, 'ctime_length': 1680073134, 'duration_length': 436, 'tid': 247, 'pagerank': 2.8631603533541615e-05})]",7
215,249,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (109, {'title_length': 15, 'ctime_length': 1680160056, 'duration_length': 338, 'tid': 138, 'pagerank': 4.416687432373328e-05}), (267, {'title_length': 9, 'ctime_length': 1680274967, 'duration_length': 15, 'tid': 254, 'pagerank': 3.0185028677471215e-05}), (257, {'title_length': 9, 'ctime_length': 1680654552, 'duration_length': 55, 'tid': 254, 'pagerank': 4.348425006274601e-05}), (262, {'title_length': 8, 'ctime_length': 1680618815, 'duration_length': 168, 'tid': 249, 'pagerank': 2.8631603533541615e-05})]",7
215,250,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (369, {'title_length': 8, 'ctime_length': 1646490064, 'duration_length': 23, 'tid': 250, 'pagerank': 3.4026801807078166e-05})]",5
215,251,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (109, {'title_length': 15, 'ctime_length': 1680160056, 'duration_length': 338, 'tid': 138, 'pagerank': 4.416687432373328e-05}), (328, {'title_length': 12, 'ctime_length': 1680594481, 'duration_length': 175, 'tid': 138, 'pagerank': 3.184777297297924e-05}), (509, {'title_length': 29, 'ctime_length': 1680600676, 'duration_length': 362, 'tid': 251, 'pagerank': 2.9561676389817545e-05})]",6
215,252,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (66, {'title_length': 12, 'ctime_length': 1673087573, 'duration_length': 187, 'tid': 138, 'pagerank': 2.924980333571768e-05}), (1059, {'title_length': 8, 'ctime_length': 1672698115, 'duration_length': 306, 'tid': 161, 'pagerank': 3.2340802346598e-05}), (1028, {'title_length': 8, 'ctime_length': 1678909248, 'duration_length': 287, 'tid': 161, 'pagerank': 3.349656719414455e-05}), (1032, {'title_length': 8, 'ctime_length': 1681758892, 'duration_length': 183, 'tid': 161, 'pagerank': 3.1722602544421935e-05}), (122, {'title_length': 7, 'ctime_length': 1680697949, 'duration_length': 114, 'tid': 138, 'pagerank': 3.9759199972710764e-05}), (153, {'title_length': 12, 'ctime_length': 1680696062, 'duration_length': 10, 'tid': 252, 'pagerank': 2.9043736734992328e-05})]",6
215,253,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (66, {'title_length': 12, 'ctime_length': 1673087573, 'duration_length': 187, 'tid': 138, 'pagerank': 2.924980333571768e-05}), (42, {'title_length': 16, 'ctime_length': 1680116078, 'duration_length': 214, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (71, {'title_length': 24, 'ctime_length': 1679685785, 'duration_length': 175, 'tid': 138, 'pagerank': 2.9868003137893746e-05}), (555, {'title_length': 23, 'ctime_length': 1677156654, 'duration_length': 2674, 'tid': 182, 'pagerank': 3.326810204986209e-05}), (8, {'title_length': 23, 'ctime_length': 1680265483, 'duration_length': 441, 'tid': 253, 'pagerank': 3.496471706250084e-05})]",5
215,255,"[(74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (488, {'title_length': 13, 'ctime_length': 1680753535, 'duration_length': 11, 'tid': 21, 'pagerank': 3.502173398661132e-05}), (13, {'title_length': 19, 'ctime_length': 1680717745, 'duration_length': 32, 'tid': 255, 'pagerank': 2.924980333571768e-05})]",5
216,218,"[(112, {'title_length': 6, 'ctime_length': 1676300207, 'duration_length': 229, 'tid': 216, 'pagerank': 2.924980333571768e-05}), (641, {'title_length': 9, 'ctime_length': 1659844502, 'duration_length': 60, 'tid': 122, 'pagerank': 3.713476685026521e-05}), (649, {'title_length': 13, 'ctime_length': 1658938973, 'duration_length': 15, 'tid': 138, 'pagerank': 3.713476685026521e-05}), (640, {'title_length': 15, 'ctime_length': 1681113121, 'duration_length': 23, 'tid': 219, 'pagerank': 3.5898367245913083e-05}), (673, {'title_length': 16, 'ctime_length': 1681033926, 'duration_length': 27, 'tid': 219, 'pagerank': 3.2807368235032764e-05}), (97, {'title_length': 20, 'ctime_length': 1680921346, 'duration_length': 234, 'tid': 218, 'pagerank': 2.9868003137893746e-05})]",5
216,219,"[(112, {'title_length': 6, 'ctime_length': 1676300207, 'duration_length': 229, 'tid': 216, 'pagerank': 2.924980333571768e-05}), (641, {'title_length': 9, 'ctime_length': 1659844502, 'duration_length': 60, 'tid': 122, 'pagerank': 3.713476685026521e-05}), (649, {'title_length': 13, 'ctime_length': 1658938973, 'duration_length': 15, 'tid': 138, 'pagerank': 3.713476685026521e-05}), (658, {'title_length': 18, 'ctime_length': 1664072287, 'duration_length': 49, 'tid': 251, 'pagerank': 3.713476685026521e-05}), (639, {'title_length': 13, 'ctime_length': 1680001535, 'duration_length': 37, 'tid': 251, 'pagerank': 3.2807368235032764e-05}), (78, {'title_length': 10, 'ctime_length': 1679751447, 'duration_length': 37, 'tid': 219, 'pagerank': 3.0486202940069805e-05})]",5
216,220,"[(112, {'title_length': 6, 'ctime_length': 1676300207, 'duration_length': 229, 'tid': 216, 'pagerank': 2.924980333571768e-05}), (641, {'title_length': 9, 'ctime_length': 1659844502, 'duration_length': 60, 'tid': 122, 'pagerank': 3.713476685026521e-05}), (649, {'title_length': 13, 'ctime_length': 1658938973, 'duration_length': 15, 'tid': 138, 'pagerank': 3.713476685026521e-05}), (640, {'title_length': 15, 'ctime_length': 1681113121, 'duration_length': 23, 'tid': 219, 'pagerank': 3.5898367245913083e-05}), (51, {'title_length': 16, 'ctime_length': 1656914170, 'duration_length': 73, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (59, {'title_length': 13, 'ctime_length': 1637410547, 'duration_length': 78, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (54, {'title_length': 11, 'ctime_length': 1668424686, 'duration_length': 12, 'tid': 220, 'pagerank': 3.419540175312619e-05}), (77, {'title_length': 25, 'ctime_length': 1668739501, 'duration_length': 102, 'tid': 220, 'pagerank': 3.295900214877406e-05})]",7
216,221,"[(112, {'title_length': 6, 'ctime_length': 1676300207, 'duration_length': 229, 'tid': 216, 'pagerank': 2.924980333571768e-05}), (641, {'title_length': 9, 'ctime_length': 1659844502, 'duration_length': 60, 'tid': 122, 'pagerank': 3.713476685026521e-05}), (649, {'title_length': 13, 'ctime_length': 1658938973, 'duration_length': 15, 'tid': 138, 'pagerank': 3.713476685026521e-05}), (640, {'title_length': 15, 'ctime_length': 1681113121, 'duration_length': 23, 'tid': 219, 'pagerank': 3.5898367245913083e-05}), (51, {'title_length': 16, 'ctime_length': 1656914170, 'duration_length': 73, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (59, {'title_length': 13, 'ctime_length': 1637410547, 'duration_length': 78, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (69, {'title_length': 21, 'ctime_length': 1632918802, 'duration_length': 102, 'tid': 222, 'pagerank': 3.0486202940069805e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (42, {'title_length': 16, 'ctime_length': 1680116078, 'duration_length': 214, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (79, {'title_length': 31, 'ctime_length': 1592820049, 'duration_length': 688, 'tid': 221, 'pagerank': 2.8631603533541615e-05})]",9
216,222,"[(112, {'title_length': 6, 'ctime_length': 1676300207, 'duration_length': 229, 'tid': 216, 'pagerank': 2.924980333571768e-05}), (641, {'title_length': 9, 'ctime_length': 1659844502, 'duration_length': 60, 'tid': 122, 'pagerank': 3.713476685026521e-05}), (649, {'title_length': 13, 'ctime_length': 1658938973, 'duration_length': 15, 'tid': 138, 'pagerank': 3.713476685026521e-05}), (640, {'title_length': 15, 'ctime_length': 1681113121, 'duration_length': 23, 'tid': 219, 'pagerank': 3.5898367245913083e-05}), (51, {'title_length': 16, 'ctime_length': 1656914170, 'duration_length': 73, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (59, {'title_length': 13, 'ctime_length': 1637410547, 'duration_length': 78, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (69, {'title_length': 21, 'ctime_length': 1632918802, 'duration_length': 102, 'tid': 222, 'pagerank': 3.0486202940069805e-05})]",6
216,228,"[(112, {'title_length': 6, 'ctime_length': 1676300207, 'duration_length': 229, 'tid': 216, 'pagerank': 2.924980333571768e-05}), (641, {'title_length': 9, 'ctime_length': 1659844502, 'duration_length': 60, 'tid': 122, 'pagerank': 3.713476685026521e-05}), (649, {'title_length': 13, 'ctime_length': 1658938973, 'duration_length': 15, 'tid': 138, 'pagerank': 3.713476685026521e-05}), (640, {'title_length': 15, 'ctime_length': 1681113121, 'duration_length': 23, 'tid': 219, 'pagerank': 3.5898367245913083e-05}), (673, {'title_length': 16, 'ctime_length': 1681033926, 'duration_length': 27, 'tid': 219, 'pagerank': 3.2807368235032764e-05}), (124, {'title_length': 13, 'ctime_length': 1681037208, 'duration_length': 168, 'tid': 138, 'pagerank': 3.955313337198541e-05}), (1454, {'title_length': 26, 'ctime_length': 1680671057, 'duration_length': 304, 'tid': 21, 'pagerank': 3.2932620476237795e-05}), (276, {'title_length': 78, 'ctime_length': 1680666125, 'duration_length': 156, 'tid': 124, 'pagerank': 3.492218194422514e-05}), (292, {'title_length': 17, 'ctime_length': 1680673436, 'duration_length': 82, 'tid': 228, 'pagerank': 3.174675687124688e-05})]",8
216,229,"[(112, {'title_length': 6, 'ctime_length': 1676300207, 'duration_length': 229, 'tid': 216, 'pagerank': 2.924980333571768e-05}), (641, {'title_length': 9, 'ctime_length': 1659844502, 'duration_length': 60, 'tid': 122, 'pagerank': 3.713476685026521e-05}), (649, {'title_length': 13, 'ctime_length': 1658938973, 'duration_length': 15, 'tid': 138, 'pagerank': 3.713476685026521e-05}), (643, {'title_length': 7, 'ctime_length': 1658133489, 'duration_length': 18, 'tid': 138, 'pagerank': 3.713476685026521e-05}), (650, {'title_length': 18, 'ctime_length': 1681906233, 'duration_length': 26, 'tid': 251, 'pagerank': 3.404376783938489e-05}), (625, {'title_length': 10, 'ctime_length': 1680865383, 'duration_length': 93, 'tid': 21, 'pagerank': 3.2340802346598e-05}), (259, {'title_length': 4, 'ctime_length': 1680669402, 'duration_length': 21, 'tid': 21, 'pagerank': 3.110440274224587e-05}), (4, {'title_length': 9, 'ctime_length': 1680188674, 'duration_length': 57, 'tid': 138, 'pagerank': 3.5477242816485986e-05}), (30, {'title_length': 12, 'ctime_length': 1680512530, 'duration_length': 168, 'tid': 229, 'pagerank': 3.514788737425672e-05})]",8
216,230,"[(112, {'title_length': 6, 'ctime_length': 1676300207, 'duration_length': 229, 'tid': 216, 'pagerank': 2.924980333571768e-05}), (641, {'title_length': 9, 'ctime_length': 1659844502, 'duration_length': 60, 'tid': 122, 'pagerank': 3.713476685026521e-05}), (649, {'title_length': 13, 'ctime_length': 1658938973, 'duration_length': 15, 'tid': 138, 'pagerank': 3.713476685026521e-05}), (643, {'title_length': 7, 'ctime_length': 1658133489, 'duration_length': 18, 'tid': 138, 'pagerank': 3.713476685026521e-05}), (650, {'title_length': 18, 'ctime_length': 1681906233, 'duration_length': 26, 'tid': 251, 'pagerank': 3.404376783938489e-05}), (625, {'title_length': 10, 'ctime_length': 1680865383, 'duration_length': 93, 'tid': 21, 'pagerank': 3.2340802346598e-05}), (259, {'title_length': 4, 'ctime_length': 1680669402, 'duration_length': 21, 'tid': 21, 'pagerank': 3.110440274224587e-05}), (4, {'title_length': 9, 'ctime_length': 1680188674, 'duration_length': 57, 'tid': 138, 'pagerank': 3.5477242816485986e-05}), (30, {'title_length': 12, 'ctime_length': 1680512530, 'duration_length': 168, 'tid': 229, 'pagerank': 3.514788737425672e-05}), (1127, {'title_length': 19, 'ctime_length': 1679824934, 'duration_length': 570, 'tid': 233, 'pagerank': 3.184141571961493e-05}), (1112, {'title_length': 18, 'ctime_length': 1677321869, 'duration_length': 337, 'tid': 230, 'pagerank': 2.931849220262613e-05})]",10
216,231,"[(112, {'title_length': 6, 'ctime_length': 1676300207, 'duration_length': 229, 'tid': 216, 'pagerank': 2.924980333571768e-05}), (641, {'title_length': 9, 'ctime_length': 1659844502, 'duration_length': 60, 'tid': 122, 'pagerank': 3.713476685026521e-05}), (649, {'title_length': 13, 'ctime_length': 1658938973, 'duration_length': 15, 'tid': 138, 'pagerank': 3.713476685026521e-05}), (658, {'title_length': 18, 'ctime_length': 1664072287, 'duration_length': 49, 'tid': 251, 'pagerank': 3.713476685026521e-05}), (639, {'title_length': 13, 'ctime_length': 1680001535, 'duration_length': 37, 'tid': 251, 'pagerank': 3.2807368235032764e-05}), (663, {'title_length': 4, 'ctime_length': 1680087916, 'duration_length': 55, 'tid': 162, 'pagerank': 3.6668200961830444e-05}), (32, {'title_length': 18, 'ctime_length': 1679907956, 'duration_length': 32, 'tid': 161, 'pagerank': 4.272655902315586e-05}), (987, {'title_length': 13, 'ctime_length': 1667650122, 'duration_length': 132, 'tid': 231, 'pagerank': 3.151653594369658e-05})]",7
