Source,Target,Path,Length
59,218,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (342, {'title_length': 20, 'ctime_length': 1680524402, 'duration_length': 9, 'tid': 21, 'pagerank': 3.556895173505628e-05}), (190, {'title_length': 14, 'ctime_length': 1680794773, 'duration_length': 9, 'tid': 138, 'pagerank': 3.214894723557784e-05}), (1320, {'title_length': 8, 'ctime_length': 1680773780, 'duration_length': 10, 'tid': 21, 'pagerank': 3.3577201950950124e-05}), (831, {'title_length': 10, 'ctime_length': 1681017205, 'duration_length': 36, 'tid': 218, 'pagerank': 3.605000115965438e-05})]",7
59,219,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (342, {'title_length': 20, 'ctime_length': 1680524402, 'duration_length': 9, 'tid': 21, 'pagerank': 3.556895173505628e-05}), (190, {'title_length': 14, 'ctime_length': 1680794773, 'duration_length': 9, 'tid': 138, 'pagerank': 3.214894723557784e-05}), (1320, {'title_length': 8, 'ctime_length': 1680773780, 'duration_length': 10, 'tid': 21, 'pagerank': 3.3577201950950124e-05}), (831, {'title_length': 10, 'ctime_length': 1681017205, 'duration_length': 36, 'tid': 218, 'pagerank': 3.605000115965438e-05}), (640, {'title_length': 15, 'ctime_length': 1681113121, 'duration_length': 23, 'tid': 219, 'pagerank': 3.5898367245913083e-05}), (673, {'title_length': 16, 'ctime_length': 1681033926, 'duration_length': 27, 'tid': 219, 'pagerank': 3.2807368235032764e-05})]",9
59,220,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (1281, {'title_length': 8, 'ctime_length': 1679495863, 'duration_length': 44, 'tid': 201, 'pagerank': 3.1722602544421935e-05}), (781, {'title_length': 14, 'ctime_length': 1679653044, 'duration_length': 77, 'tid': 75, 'pagerank': 3.0486202940069805e-05}), (55, {'title_length': 8, 'ctime_length': 1678194013, 'duration_length': 23, 'tid': 21, 'pagerank': 3.110440274224587e-05}), (586, {'title_length': 7, 'ctime_length': 1678419018, 'duration_length': 29, 'tid': 201, 'pagerank': 3.110440274224587e-05}), (577, {'title_length': 26, 'ctime_length': 1679127702, 'duration_length': 40, 'tid': 251, 'pagerank': 3.792045184316145e-05}), (558, {'title_length': 8, 'ctime_length': 1678861008, 'duration_length': 57, 'tid': 251, 'pagerank': 3.915685144751357e-05}), (564, {'title_length': 30, 'ctime_length': 1681198483, 'duration_length': 33, 'tid': 251, 'pagerank': 3.4813601555302255e-05}), (617, {'title_length': 18, 'ctime_length': 1680529838, 'duration_length': 119, 'tid': 251, 'pagerank': 2.9868003137893746e-05}), (599, {'title_length': 16, 'ctime_length': 1679103624, 'duration_length': 36, 'tid': 251, 'pagerank': 3.589103549623768e-05}), (604, {'title_length': 6, 'ctime_length': 1679217259, 'duration_length': 119, 'tid': 220, 'pagerank': 2.8631603533541615e-05})]",13
59,221,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (342, {'title_length': 20, 'ctime_length': 1680524402, 'duration_length': 9, 'tid': 21, 'pagerank': 3.556895173505628e-05}), (190, {'title_length': 14, 'ctime_length': 1680794773, 'duration_length': 9, 'tid': 138, 'pagerank': 3.214894723557784e-05}), (1320, {'title_length': 8, 'ctime_length': 1680773780, 'duration_length': 10, 'tid': 21, 'pagerank': 3.3577201950950124e-05}), (831, {'title_length': 10, 'ctime_length': 1681017205, 'duration_length': 36, 'tid': 218, 'pagerank': 3.605000115965438e-05}), (640, {'title_length': 15, 'ctime_length': 1681113121, 'duration_length': 23, 'tid': 219, 'pagerank': 3.5898367245913083e-05}), (655, {'title_length': 18, 'ctime_length': 1670319762, 'duration_length': 17, 'tid': 221, 'pagerank': 3.0952768828504574e-05})]",9
59,222,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (342, {'title_length': 20, 'ctime_length': 1680524402, 'duration_length': 9, 'tid': 21, 'pagerank': 3.556895173505628e-05}), (1398, {'title_length': 14, 'ctime_length': 1680928879, 'duration_length': 15, 'tid': 21, 'pagerank': 4.2006307190144386e-05}), (405, {'title_length': 8, 'ctime_length': 1680152588, 'duration_length': 16, 'tid': 222, 'pagerank': 2.9081203389669664e-05})]",6
59,228,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05})]",1
59,229,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (342, {'title_length': 20, 'ctime_length': 1680524402, 'duration_length': 9, 'tid': 21, 'pagerank': 3.556895173505628e-05}), (190, {'title_length': 14, 'ctime_length': 1680794773, 'duration_length': 9, 'tid': 138, 'pagerank': 3.214894723557784e-05}), (30, {'title_length': 12, 'ctime_length': 1680512530, 'duration_length': 168, 'tid': 229, 'pagerank': 3.514788737425672e-05})]",6
59,230,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (342, {'title_length': 20, 'ctime_length': 1680524402, 'duration_length': 9, 'tid': 21, 'pagerank': 3.556895173505628e-05}), (190, {'title_length': 14, 'ctime_length': 1680794773, 'duration_length': 9, 'tid': 138, 'pagerank': 3.214894723557784e-05}), (30, {'title_length': 12, 'ctime_length': 1680512530, 'duration_length': 168, 'tid': 229, 'pagerank': 3.514788737425672e-05}), (1127, {'title_length': 19, 'ctime_length': 1679824934, 'duration_length': 570, 'tid': 233, 'pagerank': 3.184141571961493e-05}), (1112, {'title_length': 18, 'ctime_length': 1677321869, 'duration_length': 337, 'tid': 230, 'pagerank': 2.931849220262613e-05})]",8
59,231,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (1281, {'title_length': 8, 'ctime_length': 1679495863, 'duration_length': 44, 'tid': 201, 'pagerank': 3.1722602544421935e-05}), (32, {'title_length': 18, 'ctime_length': 1679907956, 'duration_length': 32, 'tid': 161, 'pagerank': 4.272655902315586e-05}), (987, {'title_length': 13, 'ctime_length': 1667650122, 'duration_length': 132, 'tid': 231, 'pagerank': 3.151653594369658e-05})]",6
59,232,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (1281, {'title_length': 8, 'ctime_length': 1679495863, 'duration_length': 44, 'tid': 201, 'pagerank': 3.1722602544421935e-05}), (781, {'title_length': 14, 'ctime_length': 1679653044, 'duration_length': 77, 'tid': 75, 'pagerank': 3.0486202940069805e-05}), (776, {'title_length': 11, 'ctime_length': 1679588585, 'duration_length': 435, 'tid': 232, 'pagerank': 3.0486202940069805e-05})]",6
59,233,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (342, {'title_length': 20, 'ctime_length': 1680524402, 'duration_length': 9, 'tid': 21, 'pagerank': 3.556895173505628e-05}), (1398, {'title_length': 14, 'ctime_length': 1680928879, 'duration_length': 15, 'tid': 21, 'pagerank': 4.2006307190144386e-05}), (1420, {'title_length': 5, 'ctime_length': 1680924246, 'duration_length': 49, 'tid': 138, 'pagerank': 3.1722602544421935e-05}), (1489, {'title_length': 8, 'ctime_length': 1670145642, 'duration_length': 78, 'tid': 138, 'pagerank': 2.9868003137893746e-05}), (1054, {'title_length': 8, 'ctime_length': 1669838084, 'duration_length': 232, 'tid': 161, 'pagerank': 3.0486202940069805e-05}), (1031, {'title_length': 9, 'ctime_length': 1677448312, 'duration_length': 375, 'tid': 161, 'pagerank': 3.2340802346598e-05}), (1027, {'title_length': 12, 'ctime_length': 1678303442, 'duration_length': 107, 'tid': 161, 'pagerank': 3.2340802346598e-05}), (1048, {'title_length': 17, 'ctime_length': 1678420586, 'duration_length': 62, 'tid': 233, 'pagerank': 3.0486202940069805e-05})]",11
59,235,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (342, {'title_length': 20, 'ctime_length': 1680524402, 'duration_length': 9, 'tid': 21, 'pagerank': 3.556895173505628e-05}), (1398, {'title_length': 14, 'ctime_length': 1680928879, 'duration_length': 15, 'tid': 21, 'pagerank': 4.2006307190144386e-05}), (1420, {'title_length': 5, 'ctime_length': 1680924246, 'duration_length': 49, 'tid': 138, 'pagerank': 3.1722602544421935e-05}), (459, {'title_length': 24, 'ctime_length': 1680869589, 'duration_length': 527, 'tid': 250, 'pagerank': 3.728640076400651e-05}), (450, {'title_length': 23, 'ctime_length': 1680168762, 'duration_length': 282, 'tid': 250, 'pagerank': 3.543180135747832e-05}), (481, {'title_length': 26, 'ctime_length': 1679632551, 'duration_length': 549, 'tid': 235, 'pagerank': 2.924980333571768e-05})]",9
59,236,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (1281, {'title_length': 8, 'ctime_length': 1679495863, 'duration_length': 44, 'tid': 201, 'pagerank': 3.1722602544421935e-05}), (32, {'title_length': 18, 'ctime_length': 1679907956, 'duration_length': 32, 'tid': 161, 'pagerank': 4.272655902315586e-05}), (980, {'title_length': 19, 'ctime_length': 1679840022, 'duration_length': 12, 'tid': 236, 'pagerank': 3.028013633934445e-05})]",6
59,237,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (342, {'title_length': 20, 'ctime_length': 1680524402, 'duration_length': 9, 'tid': 21, 'pagerank': 3.556895173505628e-05}), (1398, {'title_length': 14, 'ctime_length': 1680928879, 'duration_length': 15, 'tid': 21, 'pagerank': 4.2006307190144386e-05}), (1420, {'title_length': 5, 'ctime_length': 1680924246, 'duration_length': 49, 'tid': 138, 'pagerank': 3.1722602544421935e-05}), (1489, {'title_length': 8, 'ctime_length': 1670145642, 'duration_length': 78, 'tid': 138, 'pagerank': 2.9868003137893746e-05}), (1054, {'title_length': 8, 'ctime_length': 1669838084, 'duration_length': 232, 'tid': 161, 'pagerank': 3.0486202940069805e-05}), (1031, {'title_length': 9, 'ctime_length': 1677448312, 'duration_length': 375, 'tid': 161, 'pagerank': 3.2340802346598e-05}), (1028, {'title_length': 8, 'ctime_length': 1678909248, 'duration_length': 287, 'tid': 161, 'pagerank': 3.349656719414455e-05}), (1063, {'title_length': 31, 'ctime_length': 1676714086, 'duration_length': 198, 'tid': 138, 'pagerank': 2.931849220262613e-05}), (1069, {'title_length': 45, 'ctime_length': 1679554613, 'duration_length': 129, 'tid': 161, 'pagerank': 4.714708715030249e-05}), (1105, {'title_length': 34, 'ctime_length': 1675143669, 'duration_length': 149, 'tid': 237, 'pagerank': 2.8631603533541615e-05})]",13
59,238,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (342, {'title_length': 20, 'ctime_length': 1680524402, 'duration_length': 9, 'tid': 21, 'pagerank': 3.556895173505628e-05}), (190, {'title_length': 14, 'ctime_length': 1680794773, 'duration_length': 9, 'tid': 138, 'pagerank': 3.214894723557784e-05}), (1320, {'title_length': 8, 'ctime_length': 1680773780, 'duration_length': 10, 'tid': 21, 'pagerank': 3.3577201950950124e-05}), (831, {'title_length': 10, 'ctime_length': 1681017205, 'duration_length': 36, 'tid': 218, 'pagerank': 3.605000115965438e-05}), (640, {'title_length': 15, 'ctime_length': 1681113121, 'duration_length': 23, 'tid': 219, 'pagerank': 3.5898367245913083e-05}), (650, {'title_length': 18, 'ctime_length': 1681906233, 'duration_length': 26, 'tid': 251, 'pagerank': 3.404376783938489e-05}), (639, {'title_length': 13, 'ctime_length': 1680001535, 'duration_length': 37, 'tid': 251, 'pagerank': 3.2807368235032764e-05}), (654, {'title_length': 3, 'ctime_length': 1679557655, 'duration_length': 20, 'tid': 238, 'pagerank': 2.924980333571768e-05})]",11
59,239,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (1249, {'title_length': 13, 'ctime_length': 1679193148, 'duration_length': 348, 'tid': 138, 'pagerank': 3.0212382014842917e-05}), (842, {'title_length': 18, 'ctime_length': 1678707217, 'duration_length': 32, 'tid': 239, 'pagerank': 3.9191124478819245e-05}), (835, {'title_length': 51, 'ctime_length': 1678883838, 'duration_length': 38, 'tid': 239, 'pagerank': 3.9825175557974176e-05}), (863, {'title_length': 24, 'ctime_length': 1679733521, 'duration_length': 43, 'tid': 239, 'pagerank': 3.240677793186141e-05}), (934, {'title_length': 20, 'ctime_length': 1680440137, 'duration_length': 231, 'tid': 239, 'pagerank': 3.4764669352454426e-05}), (808, {'title_length': 19, 'ctime_length': 1680326893, 'duration_length': 231, 'tid': 239, 'pagerank': 3.040556818326423e-05}), (896, {'title_length': 16, 'ctime_length': 1680175853, 'duration_length': 64, 'tid': 239, 'pagerank': 3.4062064540892135e-05}), (947, {'title_length': 17, 'ctime_length': 1680427004, 'duration_length': 126, 'tid': 239, 'pagerank': 2.855096877673604e-05})]",10
59,241,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (1281, {'title_length': 8, 'ctime_length': 1679495863, 'duration_length': 44, 'tid': 201, 'pagerank': 3.1722602544421935e-05}), (32, {'title_length': 18, 'ctime_length': 1679907956, 'duration_length': 32, 'tid': 161, 'pagerank': 4.272655902315586e-05}), (962, {'title_length': 20, 'ctime_length': 1679886487, 'duration_length': 124, 'tid': 241, 'pagerank': 3.089833614152052e-05})]",6
59,242,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (1281, {'title_length': 8, 'ctime_length': 1679495863, 'duration_length': 44, 'tid': 201, 'pagerank': 3.1722602544421935e-05}), (32, {'title_length': 18, 'ctime_length': 1679907956, 'duration_length': 32, 'tid': 161, 'pagerank': 4.272655902315586e-05}), (981, {'title_length': 13, 'ctime_length': 1679993548, 'duration_length': 87, 'tid': 138, 'pagerank': 2.8830913852275977e-05}), (411, {'title_length': 30, 'ctime_length': 1680082602, 'duration_length': 812, 'tid': 250, 'pagerank': 4.442429452433948e-05}), (439, {'title_length': 21, 'ctime_length': 1679830609, 'duration_length': 51, 'tid': 242, 'pagerank': 2.8418780650825265e-05})]",8
59,244,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (973, {'title_length': 10, 'ctime_length': 1677737995, 'duration_length': 46, 'tid': 244, 'pagerank': 2.9043736734992328e-05})]",1
59,247,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (342, {'title_length': 20, 'ctime_length': 1680524402, 'duration_length': 9, 'tid': 21, 'pagerank': 3.556895173505628e-05}), (1398, {'title_length': 14, 'ctime_length': 1680928879, 'duration_length': 15, 'tid': 21, 'pagerank': 4.2006307190144386e-05}), (1420, {'title_length': 5, 'ctime_length': 1680924246, 'duration_length': 49, 'tid': 138, 'pagerank': 3.1722602544421935e-05}), (459, {'title_length': 24, 'ctime_length': 1680869589, 'duration_length': 527, 'tid': 250, 'pagerank': 3.728640076400651e-05}), (450, {'title_length': 23, 'ctime_length': 1680168762, 'duration_length': 282, 'tid': 250, 'pagerank': 3.543180135747832e-05}), (456, {'title_length': 16, 'ctime_length': 1680073134, 'duration_length': 436, 'tid': 247, 'pagerank': 2.8631603533541615e-05})]",9
59,249,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (1281, {'title_length': 8, 'ctime_length': 1679495863, 'duration_length': 44, 'tid': 201, 'pagerank': 3.1722602544421935e-05}), (32, {'title_length': 18, 'ctime_length': 1679907956, 'duration_length': 32, 'tid': 161, 'pagerank': 4.272655902315586e-05}), (981, {'title_length': 13, 'ctime_length': 1679993548, 'duration_length': 87, 'tid': 138, 'pagerank': 2.8830913852275977e-05}), (411, {'title_length': 30, 'ctime_length': 1680082602, 'duration_length': 812, 'tid': 250, 'pagerank': 4.442429452433948e-05}), (426, {'title_length': 14, 'ctime_length': 1679889575, 'duration_length': 83, 'tid': 249, 'pagerank': 2.8418780650825265e-05})]",8
59,250,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (1249, {'title_length': 13, 'ctime_length': 1679193148, 'duration_length': 348, 'tid': 138, 'pagerank': 3.0212382014842917e-05}), (842, {'title_length': 18, 'ctime_length': 1678707217, 'duration_length': 32, 'tid': 239, 'pagerank': 3.9191124478819245e-05}), (835, {'title_length': 51, 'ctime_length': 1678883838, 'duration_length': 38, 'tid': 239, 'pagerank': 3.9825175557974176e-05}), (863, {'title_length': 24, 'ctime_length': 1679733521, 'duration_length': 43, 'tid': 239, 'pagerank': 3.240677793186141e-05}), (934, {'title_length': 20, 'ctime_length': 1680440137, 'duration_length': 231, 'tid': 239, 'pagerank': 3.4764669352454426e-05}), (808, {'title_length': 19, 'ctime_length': 1680326893, 'duration_length': 231, 'tid': 239, 'pagerank': 3.040556818326423e-05}), (896, {'title_length': 16, 'ctime_length': 1680175853, 'duration_length': 64, 'tid': 239, 'pagerank': 3.4062064540892135e-05}), (949, {'title_length': 20, 'ctime_length': 1680414409, 'duration_length': 60, 'tid': 250, 'pagerank': 2.855096877673604e-05})]",10
59,251,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (1249, {'title_length': 13, 'ctime_length': 1679193148, 'duration_length': 348, 'tid': 138, 'pagerank': 3.0212382014842917e-05}), (842, {'title_length': 18, 'ctime_length': 1678707217, 'duration_length': 32, 'tid': 239, 'pagerank': 3.9191124478819245e-05}), (835, {'title_length': 51, 'ctime_length': 1678883838, 'duration_length': 38, 'tid': 239, 'pagerank': 3.9825175557974176e-05}), (863, {'title_length': 24, 'ctime_length': 1679733521, 'duration_length': 43, 'tid': 239, 'pagerank': 3.240677793186141e-05}), (934, {'title_length': 20, 'ctime_length': 1680440137, 'duration_length': 231, 'tid': 239, 'pagerank': 3.4764669352454426e-05}), (808, {'title_length': 19, 'ctime_length': 1680326893, 'duration_length': 231, 'tid': 239, 'pagerank': 3.040556818326423e-05}), (896, {'title_length': 16, 'ctime_length': 1680175853, 'duration_length': 64, 'tid': 239, 'pagerank': 3.4062064540892135e-05}), (920, {'title_length': 12, 'ctime_length': 1649743819, 'duration_length': 57, 'tid': 251, 'pagerank': 2.9169168578912106e-05})]",10
