aid,importance
607167149,0.00028802055226050534
264304125,0.00028406330006475845
736392280,0.00027205615733757977
693511618,0.00027025890470248
288426962,0.00026714533075445653
567065530,0.0002639435278709342
949709221,0.0002547426205799744
307624232,0.0002524708401054499
347073565,0.00024952447784679083
526492663,0.00024874503774544856
392559934,0.0002441614251508118
989821921,0.0002409670238575711
777868669,0.0002396861079278424
949263559,0.0002358952327326694
692560467,0.00023143484241209636
734451369,0.00023082150526809015
422086231,0.00022937932441753048
441786248,0.00022687946457060565
841280391,0.00022595865063780566
483163923,0.00022553640817868538
