aid,importance
611771791,6.34E-05
225918873,6.20E-05
396829541,5.98E-05
994281405,5.86E-05
311561632,5.72E-05
777868669,5.38E-05
441786248,5.23E-05
569513145,5.15E-05
311760024,5.08E-05
484421825,4.93E-05
347073565,4.82E-05
994317608,4.80E-05
268587445,4.73E-05
526492663,4.70E-05
635227086,4.63E-05
736392280,4.61E-05
909244433,4.60E-05
288426962,4.50E-05
220842153,4.50E-05
328826329,4.50E-05
